Id,Visiting team,Hosting team,étape,transport,emissions_kg_co2,travel_time_seconds,distance_km,alternative_emissions_kg_co2,alternative_emissions_kg_co2_wo_empty_bus,alternative_travel_time_seconds,alternative_distance_km,alternative_emissions_kg_co2_scenario<3,alternative_emissions_kg_co2_wo_empty_bus_scenario<3,alternative_travel_time_seconds_scenario<3,alternative_distance_km_scenario<3,alternative_emissions_kg_co2_scenario<6,alternative_emissions_kg_co2_wo_empty_bus_scenario<6,alternative_travel_time_seconds_scenario<6,alternative_distance_km_scenario<6
60,Lyon,Lille,aller,avion,6647.54648278997,4986.0,570.6982666143381,1171.1000579999998,112.767558,13843.0,615.615,1171.1000579999998,112.767558,13843.0,615.615,1171.1000579999998,112.767558,13843.0,615.615
60,Lyon,Lille,retour,avion,6647.54648278997,4986.0,570.6982666143381,1171.1000579999998,112.767558,13843.0,615.615,1171.1000579999998,112.767558,13843.0,615.615,1171.1000579999998,112.767558,13843.0,615.615
61,Lens,Lille,aller,bus,59.766,1899.0,39.844,59.766,59.766,1899.0,39.844,59.766,59.766,1899.0,39.844,59.766,59.766,1899.0,39.844
61,Lens,Lille,retour,bus,59.766,1899.0,39.844,59.766,59.766,1899.0,39.844,59.766,59.766,1899.0,39.844,59.766,59.766,1899.0,39.844
62,Marseille,Lille,aller,avion,8937.831436323992,7204.0,851.2640114813458,2094.415186,582.0176859999999,19225.0,881.0129999999999,8937.831436323992,7425.433936323992,7204.0,851.2640114813458,2094.415186,582.0176859999999,19225.0,881.0129999999999
62,Marseille,Lille,retour,avion,8937.831436323992,7204.0,851.2640114813458,2094.415186,582.0176859999999,19225.0,881.0129999999999,8937.831436323992,7425.433936323992,7204.0,851.2640114813458,2094.415186,582.0176859999999,19225.0,881.0129999999999
63,Reims,Lille,aller,bus,305.1465,7193.0,203.431,305.1465,305.1465,7193.0,203.431,305.1465,305.1465,7193.0,203.431,305.1465,305.1465,7193.0,203.431
63,Reims,Lille,retour,bus,305.1465,7193.0,203.431,305.1465,305.1465,7193.0,203.431,305.1465,305.1465,7193.0,203.431,305.1465,305.1465,7193.0,203.431
64,Rennes,Lille,aller,avion,5679.322237845837,4380.0,461.315564379845,942.7196060000002,87.542606,13841.0,574.969,942.7196060000002,87.542606,13841.0,574.969,942.7196060000002,87.542606,13841.0,574.969
64,Rennes,Lille,retour,avion,5679.322237845837,4380.0,461.315564379845,942.7196060000002,87.542606,13841.0,574.969,942.7196060000002,87.542606,13841.0,574.969,942.7196060000002,87.542606,13841.0,574.969
65,Toulouse,Lille,aller,avion,8578.67361206788,6205.0,805.5492210529445,4728.029141,3358.824641,29206.0,982.181,8578.67361206788,7209.469112067879,6205.0,805.5492210529445,8578.67361206788,7209.469112067879,6205.0,805.5492210529445
65,Toulouse,Lille,retour,avion,8578.67361206788,6205.0,805.5492210529445,4728.029141,3358.824641,29206.0,982.181,8578.67361206788,7209.469112067879,6205.0,805.5492210529445,8578.67361206788,7209.469112067879,6205.0,805.5492210529445
66,Montpellier,Lille,aller,avion,8656.438590165377,6742.0,806.6296903668865,1595.231018,135.789518,19711.0,884.302,8656.438590165377,7196.997090165378,6742.0,806.6296903668865,1595.231018,135.789518,19711.0,884.302
66,Montpellier,Lille,retour,avion,8656.438590165377,6742.0,806.6296903668865,1595.231018,135.789518,19711.0,884.302,8656.438590165377,7196.997090165378,6742.0,806.6296903668865,1595.231018,135.789518,19711.0,884.302
67,Strasbourg,Lille,aller,avion,5312.150615152411,4767.0,420.36162009941114,918.9875340000001,90.01253400000002,12699.0,590.478,918.9875340000001,90.01253400000002,12699.0,590.478,918.9875340000001,90.01253400000002,12699.0,590.478
67,Strasbourg,Lille,retour,avion,5312.150615152411,4767.0,420.36162009941114,918.9875340000001,90.01253400000002,12699.0,590.478,918.9875340000001,90.01253400000002,12699.0,590.478,918.9875340000001,90.01253400000002,12699.0,590.478
68,Nantes,Lille,aller,avion,6383.552316853212,6332.0,591.8033344920538,1008.844014,92.72501399999997,16281.0,598.146,1008.844014,92.72501399999997,16281.0,598.146,1008.844014,92.72501399999997,16281.0,598.146
68,Nantes,Lille,retour,avion,6383.552316853212,6332.0,591.8033344920538,1008.844014,92.72501399999997,16281.0,598.146,1008.844014,92.72501399999997,16281.0,598.146,1008.844014,92.72501399999997,16281.0,598.146
69,Le Havre,Lille,aller,bus,465.0105,10807.0,310.007,465.0105,465.0105,10807.0,310.007,465.0105,465.0105,10807.0,310.007,465.0105,465.0105,10807.0,310.007
69,Le Havre,Lille,retour,bus,465.0105,10807.0,310.007,465.0105,465.0105,10807.0,310.007,465.0105,465.0105,10807.0,310.007,465.0105,465.0105,10807.0,310.007
70,Auxerre,Lille,aller,avion,4401.654375129745,4052.0,322.56615918840424,580.44,580.44,14829.0,386.96,580.44,580.44,14829.0,386.96,580.44,580.44,14829.0,386.96
70,Auxerre,Lille,retour,avion,4401.654375129745,4052.0,322.56615918840424,580.44,580.44,14829.0,386.96,580.44,580.44,14829.0,386.96,580.44,580.44,14829.0,386.96
71,Angers,Lille,aller,avion,5404.921355397664,4772.0,449.65021852879937,846.928948,79.24694799999999,14499.0,516.203,846.928948,79.24694799999999,14499.0,516.203,846.928948,79.24694799999999,14499.0,516.203
71,Angers,Lille,retour,avion,5404.921355397664,4772.0,449.65021852879937,846.928948,79.24694799999999,14499.0,516.203,846.928948,79.24694799999999,14499.0,516.203,846.928948,79.24694799999999,14499.0,516.203
72,Saint-Étienne,Lille,aller,avion,6807.074736951396,4901.0,588.4407098130695,1244.607693,121.566693,16949.0,653.9,6807.074736951396,5684.033736951395,4901.0,588.4407098130695,1244.607693,121.566693,16949.0,653.9
72,Saint-Étienne,Lille,retour,avion,6807.074736951396,4901.0,588.4407098130695,1244.607693,121.566693,16949.0,653.9,6807.074736951396,5684.033736951395,4901.0,588.4407098130695,1244.607693,121.566693,16949.0,653.9
73,Paris Saint-Germain,Nice,aller,avion,8031.350362964614,7021.0,735.0656400180799,1573.395744,152.705244,24299.0,875.132,8031.350362964614,6610.659862964614,7021.0,735.0656400180799,1573.395744,152.705244,24299.0,875.132
73,Paris Saint-Germain,Nice,retour,avion,8031.350362964614,7021.0,735.0656400180799,1573.395744,152.705244,24299.0,875.132,8031.350362964614,6610.659862964614,7021.0,735.0656400180799,1573.395744,152.705244,24299.0,875.132
74,Monaco,Nice,aller,bus,40.2615,1637.0,26.841,40.2615,40.2615,1637.0,26.841,40.2615,40.2615,1637.0,26.841,40.2615,40.2615,1637.0,26.841
74,Monaco,Nice,retour,bus,40.2615,1637.0,26.841,40.2615,40.2615,1637.0,26.841,40.2615,40.2615,1637.0,26.841,40.2615,40.2615,1637.0,26.841
75,Brest,Nice,aller,avion,11184.933689375732,7029.0,1058.6927719985108,2772.369786,624.5047860000001,43433.0,1393.562,11184.933689375732,9037.068689375732,7029.0,1058.6927719985108,11184.933689375732,9037.068689375732,7029.0,1058.6927719985108
75,Brest,Nice,retour,avion,11184.933689375732,7029.0,1058.6927719985108,2772.369786,624.5047860000001,43433.0,1393.562,11184.933689375732,9037.068689375732,7029.0,1058.6927719985108,11184.933689375732,9037.068689375732,7029.0,1058.6927719985108
76,Lille,Nice,aller,avion,9253.661820105408,5994.0,843.0993079310747,2358.6122020000003,628.522702,30338.0,1073.445,9253.661820105408,7523.572320105409,5994.0,843.0993079310747,9253.661820105408,7523.572320105409,5994.0,843.0993079310747
76,Lille,Nice,retour,avion,9253.661820105408,5994.0,843.0993079310747,2358.6122020000003,628.522702,30338.0,1073.445,9253.661820105408,7523.572320105409,5994.0,843.0993079310747,9253.661820105408,7523.572320105409,5994.0,843.0993079310747
77,Nice,Nice,aller,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Nice,Nice,retour,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Lyon,Nice,aller,avion,4448.015981400301,3935.0,307.49864615280546,714.807,714.807,16547.0,476.538,4448.015981400301,3733.2089814003007,3935.0,307.49864615280546,714.807,714.807,16547.0,476.538
78,Lyon,Nice,retour,avion,4448.015981400301,3935.0,307.49864615280546,714.807,714.807,16547.0,476.538,4448.015981400301,3733.2089814003007,3935.0,307.49864615280546,714.807,714.807,16547.0,476.538
79,Lens,Nice,aller,avion,9267.997320105409,7261.0,871.8103079310747,2321.552124,620.193624,33463.0,1040.276,9267.997320105409,7566.63882010541,7261.0,871.8103079310747,9267.997320105409,7566.63882010541,7261.0,871.8103079310747
79,Lens,Nice,retour,avion,9267.997320105409,7261.0,871.8103079310747,2321.552124,620.193624,33463.0,1040.276,9267.997320105409,7566.63882010541,7261.0,871.8103079310747,9267.997320105409,7566.63882010541,7261.0,871.8103079310747
80,Marseille,Nice,aller,bus,310.131,7547.0,206.754,310.131,310.131,7547.0,206.754,310.131,310.131,7547.0,206.754,310.131,310.131,7547.0,206.754
80,Marseille,Nice,retour,bus,310.131,7547.0,206.754,310.131,310.131,7547.0,206.754,310.131,310.131,7547.0,206.754,310.131,310.131,7547.0,206.754
81,Reims,Nice,aller,avion,8255.352212588814,7662.0,787.2373320818652,4812.981308,3358.666808,32449.0,1006.035,8255.352212588814,6801.037712588814,7662.0,787.2373320818652,8255.352212588814,6801.037712588814,7662.0,787.2373320818652
81,Reims,Nice,retour,avion,8255.352212588814,7662.0,787.2373320818652,4812.981308,3358.666808,32449.0,1006.035,8255.352212588814,6801.037712588814,7662.0,787.2373320818652,8255.352212588814,6801.037712588814,7662.0,787.2373320818652
82,Rennes,Nice,aller,avion,9441.856525492602,6203.0,861.5216815550351,1958.2066040000002,175.618604,33002.0,1191.702,9441.856525492602,7659.268525492601,6203.0,861.5216815550351,9441.856525492602,7659.268525492601,6203.0,861.5216815550351
82,Rennes,Nice,retour,avion,9441.856525492602,6203.0,861.5216815550351,1958.2066040000002,175.618604,33002.0,1191.702,9441.856525492602,7659.268525492601,6203.0,861.5216815550351,9441.856525492602,7659.268525492601,6203.0,861.5216815550351
83,Toulouse,Nice,aller,avion,5847.590553663816,4940.0,493.037522007808,842.826,842.826,20207.0,561.884,5847.590553663816,5004.764553663816,4940.0,493.037522007808,842.826,842.826,20207.0,561.884
83,Toulouse,Nice,retour,avion,5847.590553663816,4940.0,493.037522007808,842.826,842.826,20207.0,561.884,5847.590553663816,5004.764553663816,4940.0,493.037522007808,842.826,842.826,20207.0,561.884
84,Montpellier,Nice,aller,avion,4026.381401586398,4583.0,287.7121560966737,493.6425,493.6425,12304.0,329.095,493.6425,493.6425,12304.0,329.095,493.6425,493.6425,12304.0,329.095
84,Montpellier,Nice,retour,avion,4026.381401586398,4583.0,287.7121560966737,493.6425,493.6425,12304.0,329.095,493.6425,493.6425,12304.0,329.095,493.6425,493.6425,12304.0,329.095
85,Strasbourg,Nice,aller,avion,6703.739873935321,5489.0,566.3676048341785,1182.9615,1182.9615,30715.0,788.641,6703.739873935321,5520.778373935322,5489.0,566.3676048341785,6703.739873935321,5520.778373935322,5489.0,566.3676048341785
85,Strasbourg,Nice,retour,avion,6703.739873935321,5489.0,566.3676048341785,1182.9615,1182.9615,30715.0,788.641,6703.739873935321,5520.778373935322,5489.0,566.3676048341785,6703.739873935321,5520.778373935322,5489.0,566.3676048341785
86,Nantes,Nice,aller,avion,9359.420105935307,7750.0,898.5406710480675,2323.848396,606.0408960000001,34347.0,1208.406,9359.420105935307,7641.612605935308,7750.0,898.5406710480675,9359.420105935307,7641.612605935308,7750.0,898.5406710480675
86,Nantes,Nice,retour,avion,9359.420105935307,7750.0,898.5406710480675,2323.848396,606.0408960000001,34347.0,1208.406,9359.420105935307,7641.612605935308,7750.0,898.5406710480675,9359.420105935307,7641.612605935308,7750.0,898.5406710480675
87,Le Havre,Nice,aller,avion,9357.4965722954,6685.0,873.1624813413196,2401.212557,729.938057,36447.0,1057.278,9357.4965722954,7686.2220722954,6685.0,873.1624813413196,9357.4965722954,7686.2220722954,6685.0,873.1624813413196
87,Le Havre,Nice,retour,avion,9357.4965722954,6685.0,873.1624813413196,2401.212557,729.938057,36447.0,1057.278,9357.4965722954,7686.2220722954,6685.0,873.1624813413196,9357.4965722954,7686.2220722954,6685.0,873.1624813413196
88,Auxerre,Nice,aller,avion,6687.067958300589,5190.0,564.7670679708567,1148.0295,1148.0295,26142.0,765.353,6687.067958300589,5539.03845830059,5190.0,564.7670679708567,1148.0295,1148.0295,26142.0,765.353
88,Auxerre,Nice,retour,avion,6687.067958300589,5190.0,564.7670679708567,1148.0295,1148.0295,26142.0,765.353,6687.067958300589,5539.03845830059,5190.0,564.7670679708567,1148.0295,1148.0295,26142.0,765.353
89,Angers,Nice,aller,avion,8431.280641653375,6209.0,760.7622218283865,2181.4903300000005,592.5628300000001,31725.0,1126.463,8431.280641653375,6842.353141653374,6209.0,760.7622218283865,8431.280641653375,6842.353141653374,6209.0,760.7622218283865
89,Angers,Nice,retour,avion,8431.280641653375,6209.0,760.7622218283865,2181.4903300000005,592.5628300000001,31725.0,1126.463,8431.280641653375,6842.353141653374,6209.0,760.7622218283865,8431.280641653375,6842.353141653374,6209.0,760.7622218283865
90,Saint-Étienne,Nice,aller,avion,4607.099133937864,3878.0,331.73897839652153,733.122,733.122,17184.0,488.748,4607.099133937864,3873.977133937864,3878.0,331.73897839652153,733.122,733.122,17184.0,488.748
90,Saint-Étienne,Nice,retour,avion,4607.099133937864,3878.0,331.73897839652153,733.122,733.122,17184.0,488.748,4607.099133937864,3873.977133937864,3878.0,331.73897839652153,733.122,733.122,17184.0,488.748
91,Paris Saint-Germain,Lyon,aller,avion,5287.905069225486,5953.0,448.78345630421734,805.4896719999999,95.728672,10025.0,423.972,805.4896719999999,95.728672,10025.0,423.972,805.4896719999999,95.728672,10025.0,423.972
91,Paris Saint-Germain,Lyon,retour,avion,5287.905069225486,5953.0,448.78345630421734,805.4896719999999,95.728672,10025.0,423.972,805.4896719999999,95.728672,10025.0,423.972,805.4896719999999,95.728672,10025.0,423.972
92,Monaco,Lyon,aller,avion,4526.336981400301,5423.0,334.26064615280546,752.985,752.985,18030.0,501.99,4526.336981400301,3773.3519814003007,5423.0,334.26064615280546,752.985,752.985,18030.0,501.99
92,Monaco,Lyon,retour,avion,4526.336981400301,5423.0,334.26064615280546,752.985,752.985,18030.0,501.99,4526.336981400301,3773.3519814003007,5423.0,334.26064615280546,752.985,752.985,18030.0,501.99
93,Brest,Lyon,aller,avion,8588.880759105738,6026.0,787.3916597058454,2046.5839919999999,568.191492,27419.0,948.023,8588.880759105738,7110.488259105738,6026.0,787.3916597058454,2046.5839919999999,568.191492,27419.0,948.023
93,Brest,Lyon,retour,avion,8588.880759105738,6026.0,787.3916597058454,2046.5839919999999,568.191492,27419.0,948.023,8588.880759105738,7110.488259105738,6026.0,787.3916597058454,2046.5839919999999,568.191492,27419.0,948.023
94,Lille,Lyon,aller,avion,6647.54648278997,4986.0,570.6982666143381,1171.1000579999998,112.767558,13843.0,615.615,1171.1000579999998,112.767558,13843.0,615.615,1171.1000579999998,112.767558,13843.0,615.615
94,Lille,Lyon,retour,avion,6647.54648278997,4986.0,570.6982666143381,1171.1000579999998,112.767558,13843.0,615.615,1171.1000579999998,112.767558,13843.0,615.615,1171.1000579999998,112.767558,13843.0,615.615
95,Nice,Lyon,aller,avion,4448.015981400301,3935.0,307.49864615280546,714.807,714.807,16547.0,476.538,4448.015981400301,3733.2089814003007,3935.0,307.49864615280546,714.807,714.807,16547.0,476.538
95,Nice,Lyon,retour,avion,4448.015981400301,3935.0,307.49864615280546,714.807,714.807,16547.0,476.538,4448.015981400301,3733.2089814003007,3935.0,307.49864615280546,714.807,714.807,16547.0,476.538
96,Lyon,Lyon,aller,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Lyon,Lyon,retour,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Lens,Lyon,aller,avion,6661.88348278997,6253.0,599.4092666143381,1133.783926,104.180926,14679.0,582.031,1133.783926,104.180926,14679.0,582.031,1133.783926,104.180926,14679.0,582.031
97,Lens,Lyon,retour,avion,6661.88348278997,6253.0,599.4092666143381,1133.783926,104.180926,14679.0,582.031,1133.783926,104.180926,14679.0,582.031,1133.783926,104.180926,14679.0,582.031
98,Marseille,Lyon,aller,avion,4014.926663154364,5073.0,299.0809317600986,565.7755099999999,68.66050999999999,9651.0,313.831,565.7755099999999,68.66050999999999,9651.0,313.831,565.7755099999999,68.66050999999999,9651.0,313.831
98,Marseille,Lyon,retour,avion,4014.926663154364,5073.0,299.0809317600986,565.7755099999999,68.66050999999999,9651.0,313.831,565.7755099999999,68.66050999999999,9651.0,313.831,565.7755099999999,68.66050999999999,9651.0,313.831
99,Reims,Lyon,aller,avion,5610.502042080097,6655.0,514.8981843337677,837.90034,94.51534,15847.0,532.209,837.90034,94.51534,15847.0,532.209,837.90034,94.51534,15847.0,532.209
99,Reims,Lyon,retour,avion,5610.502042080097,6655.0,514.8981843337677,837.90034,94.51534,15847.0,532.209,837.90034,94.51534,15847.0,532.209,837.90034,94.51534,15847.0,532.209
100,Rennes,Lyon,aller,avion,6820.144428922682,5174.0,584.3211194768832,1245.228236,116.055236,16028.0,718.62,6820.144428922682,5690.971428922682,5174.0,584.3211194768832,1245.228236,116.055236,16028.0,718.62
100,Rennes,Lyon,retour,avion,6820.144428922682,5174.0,584.3211194768832,1245.228236,116.055236,16028.0,718.62,6820.144428922682,5690.971428922682,5174.0,584.3211194768832,1245.228236,116.055236,16028.0,718.62
101,Toulouse,Lyon,aller,avion,5087.38194662463,4668.0,390.28703701083253,911.8601699999999,94.53117,17498.0,517.298,5087.38194662463,4270.05294662463,4668.0,390.28703701083253,911.8601699999999,94.53117,17498.0,517.298
101,Toulouse,Lyon,retour,avion,5087.38194662463,4668.0,390.28703701083253,911.8601699999999,94.53117,17498.0,517.298,5087.38194662463,4270.05294662463,4668.0,390.28703701083253,911.8601699999999,94.53117,17498.0,517.298
102,Montpellier,Lyon,aller,bus,473.3835,11554.0,315.589,552.505342,79.121842,9178.0,306.086,552.505342,79.121842,9178.0,306.086,552.505342,79.121842,9178.0,306.086
102,Montpellier,Lyon,retour,bus,473.3835,11554.0,315.589,552.505342,79.121842,9178.0,306.086,552.505342,79.121842,9178.0,306.086,552.505342,79.121842,9178.0,306.086
103,Strasbourg,Lyon,aller,avion,5037.741717145027,4927.0,396.7522109600544,813.367854,88.872354,16386.0,482.834,5037.741717145027,4313.246217145027,4927.0,396.7522109600544,813.367854,88.872354,16386.0,482.834
103,Strasbourg,Lyon,retour,avion,5037.741717145027,4927.0,396.7522109600544,813.367854,88.872354,16386.0,482.834,5037.741717145027,4313.246217145027,4927.0,396.7522109600544,813.367854,88.872354,16386.0,482.834
104,Nantes,Lyon,aller,avion,6837.710323372578,6781.0,635.1569571569725,1187.929644,121.237644,18108.0,741.797,6837.710323372578,5771.018323372578,6781.0,635.1569571569725,1187.929644,121.237644,18108.0,741.797
104,Nantes,Lyon,retour,avion,6837.710323372578,6781.0,635.1569571569725,1187.929644,121.237644,18108.0,741.797,6837.710323372578,5771.018323372578,6781.0,635.1569571569725,1187.929644,121.237644,18108.0,741.797
105,Le Havre,Lyon,aller,avion,6620.399069536582,5597.0,582.2383226145776,1100.840568,101.323068,18710.0,594.3449999999999,6620.399069536582,5620.881569536582,5597.0,582.2383226145776,1100.840568,101.323068,18710.0,594.3449999999999
105,Le Havre,Lyon,retour,avion,6620.399069536582,5597.0,582.2383226145776,1100.840568,101.323068,18710.0,594.3449999999999,6620.399069536582,5620.881569536582,5597.0,582.2383226145776,1100.840568,101.323068,18710.0,594.3449999999999
106,Auxerre,Lyon,aller,bus,476.2725,11081.0,317.515,476.2725,476.2725,11081.0,317.515,476.2725,476.2725,11081.0,317.515,476.2725,476.2725,11081.0,317.515
106,Auxerre,Lyon,retour,bus,476.2725,11081.0,317.515,476.2725,476.2725,11081.0,317.515,476.2725,476.2725,11081.0,317.515,476.2725,476.2725,11081.0,317.515
107,Angers,Lyon,aller,avion,5791.742999440915,5179.0,483.3116278706105,1071.086223,151.63122299999998,16806.0,668.3070000000002,5791.742999440915,4872.287999440915,5179.0,483.3116278706105,1071.086223,151.63122299999998,16806.0,668.3070000000002
107,Angers,Lyon,retour,avion,5791.742999440915,5179.0,483.3116278706105,1071.086223,151.63122299999998,16806.0,668.3070000000002,5791.742999440915,4872.287999440915,5179.0,483.3116278706105,1071.086223,151.63122299999998,16806.0,668.3070000000002
108,Saint-Étienne,Lyon,aller,bus,107.736,3169.0,71.824,107.736,107.736,3169.0,71.824,107.736,107.736,3169.0,71.824,107.736,107.736,3169.0,71.824
108,Saint-Étienne,Lyon,retour,bus,107.736,3169.0,71.824,107.736,107.736,3169.0,71.824,107.736,107.736,3169.0,71.824,107.736,107.736,3169.0,71.824
109,Paris Saint-Germain,Lens,aller,bus,312.22499999999997,8605.0,208.15,357.19157599999994,44.966576,6636.0,191.563,357.19157599999994,44.966576,6636.0,191.563,357.19157599999994,44.966576,6636.0,191.563
109,Paris Saint-Germain,Lens,retour,bus,312.22499999999997,8605.0,208.15,357.19157599999994,44.966576,6636.0,191.563,357.19157599999994,44.966576,6636.0,191.563,357.19157599999994,44.966576,6636.0,191.563
110,Monaco,Lens,aller,avion,9346.318320105409,8749.0,898.5723079310746,2359.7301239999997,620.193624,33463.0,1040.276,9346.318320105409,7606.78182010541,8749.0,898.5723079310746,9346.318320105409,7606.78182010541,8749.0,898.5723079310746
110,Monaco,Lens,retour,avion,9346.318320105409,8749.0,898.5723079310746,2359.7301239999997,620.193624,33463.0,1040.276,9346.318320105409,7606.78182010541,8749.0,898.5723079310746,9346.318320105409,7606.78182010541,8749.0,898.5723079310746
111,Brest,Lens,aller,avion,6993.941963377393,6258.0,637.5850109840087,1099.755,1099.755,26232.0,733.17,6993.941963377393,5894.186963377393,6258.0,637.5850109840087,1099.755,1099.755,26232.0,733.17
111,Brest,Lens,retour,avion,6993.941963377393,6258.0,637.5850109840087,1099.755,1099.755,26232.0,733.17,6993.941963377393,5894.186963377393,6258.0,637.5850109840087,1099.755,1099.755,26232.0,733.17
112,Lille,Lens,aller,bus,59.766,1899.0,39.844,59.766,59.766,1899.0,39.844,59.766,59.766,1899.0,39.844,59.766,59.766,1899.0,39.844
112,Lille,Lens,retour,bus,59.766,1899.0,39.844,59.766,59.766,1899.0,39.844,59.766,59.766,1899.0,39.844,59.766,59.766,1899.0,39.844
113,Nice,Lens,aller,avion,9267.997320105409,7261.0,871.8103079310747,2321.552124,620.193624,33463.0,1040.276,9267.997320105409,7566.63882010541,7261.0,871.8103079310747,9267.997320105409,7566.63882010541,7261.0,871.8103079310747
113,Nice,Lens,retour,avion,9267.997320105409,7261.0,871.8103079310747,2321.552124,620.193624,33463.0,1040.276,9267.997320105409,7566.63882010541,7261.0,871.8103079310747,9267.997320105409,7566.63882010541,7261.0,871.8103079310747
114,Lyon,Lens,aller,avion,6661.88348278997,6253.0,599.4092666143381,1133.783926,104.180926,14679.0,582.031,1133.783926,104.180926,14679.0,582.031,1133.783926,104.180926,14679.0,582.031
114,Lyon,Lens,retour,avion,6661.88348278997,6253.0,599.4092666143381,1133.783926,104.180926,14679.0,582.031,1133.783926,104.180926,14679.0,582.031,1133.783926,104.180926,14679.0,582.031
115,Lens,Lens,aller,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Lens,Lens,retour,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Marseille,Lens,aller,avion,8952.168436323993,8471.0,879.9750114813457,2057.6331999999998,573.9652,20970.0,850.188,8952.168436323993,7468.500436323992,8471.0,879.9750114813457,2057.6331999999998,573.9652,20970.0,850.188
116,Marseille,Lens,retour,avion,8952.168436323993,8471.0,879.9750114813457,2057.6331999999998,573.9652,20970.0,850.188,8952.168436323993,7468.500436323992,8471.0,879.9750114813457,2057.6331999999998,573.9652,20970.0,850.188
117,Reims,Lens,aller,bus,276.417,6697.0,184.278,276.417,276.417,6697.0,184.278,276.417,276.417,6697.0,184.278,276.417,276.417,6697.0,184.278
117,Reims,Lens,retour,bus,276.417,6697.0,184.278,276.417,276.417,6697.0,184.278,276.417,276.417,6697.0,184.278,276.417,276.417,6697.0,184.278
118,Rennes,Lens,aller,avion,5694.206737845836,5647.0,490.026564379845,3278.673498,2451.678498,15869.0,526.203,3278.673498,2451.678498,15869.0,526.203,3278.673498,2451.678498,15869.0,526.203
118,Rennes,Lens,retour,avion,5694.206737845836,5647.0,490.026564379845,3278.673498,2451.678498,15869.0,526.203,3278.673498,2451.678498,15869.0,526.203,3278.673498,2451.678498,15869.0,526.203
119,Toulouse,Lens,aller,avion,8593.55661206788,7472.0,834.2602210529445,2188.171774,847.150774,29129.0,912.603,8593.55661206788,7252.535612067879,7472.0,834.2602210529445,8593.55661206788,7252.535612067879,7472.0,834.2602210529445
119,Toulouse,Lens,retour,avion,8593.55661206788,7472.0,834.2602210529445,2188.171774,847.150774,29129.0,912.603,8593.55661206788,7252.535612067879,7472.0,834.2602210529445,8593.55661206788,7252.535612067879,7472.0,834.2602210529445
120,Montpellier,Lens,aller,avion,8671.321590165378,8009.0,835.3406903668865,2010.808156,579.550156,22024.0,857.4050000000001,8671.321590165378,7240.063590165378,8009.0,835.3406903668865,2010.808156,579.550156,22024.0,857.4050000000001
120,Montpellier,Lens,retour,avion,8671.321590165378,8009.0,835.3406903668865,2010.808156,579.550156,22024.0,857.4050000000001,8671.321590165378,7240.063590165378,8009.0,835.3406903668865,2010.808156,579.550156,22024.0,857.4050000000001
121,Strasbourg,Lens,aller,avion,5326.48761515241,6034.0,449.07262009941115,881.427721,81.18222099999998,13355.0,555.6010000000001,881.427721,81.18222099999998,13355.0,555.6010000000001,881.427721,81.18222099999998,13355.0,555.6010000000001
121,Strasbourg,Lens,retour,avion,5326.48761515241,6034.0,449.07262009941115,881.427721,81.18222099999998,13355.0,555.6010000000001,881.427721,81.18222099999998,13355.0,555.6010000000001,881.427721,81.18222099999998,13355.0,555.6010000000001
122,Nantes,Lens,aller,avion,6398.4353168532125,7599.0,620.5143344920538,3344.7964060000004,2456.8609060000003,18309.0,549.38,3344.7964060000004,2456.8609060000003,18309.0,549.38,3344.7964060000004,2456.8609060000003,18309.0,549.38
122,Nantes,Lens,retour,avion,6398.4353168532125,7599.0,620.5143344920538,3344.7964060000004,2456.8609060000003,18309.0,549.38,3344.7964060000004,2456.8609060000003,18309.0,549.38,3344.7964060000004,2456.8609060000003,18309.0,549.38
123,Le Havre,Lens,aller,bus,437.76599999999996,10362.0,291.844,437.76599999999996,437.76599999999996,10362.0,291.844,437.76599999999996,437.76599999999996,10362.0,291.844,437.76599999999996,437.76599999999996,10362.0,291.844
123,Le Havre,Lens,retour,bus,437.76599999999996,10362.0,291.844,437.76599999999996,437.76599999999996,10362.0,291.844,437.76599999999996,437.76599999999996,10362.0,291.844,437.76599999999996,437.76599999999996,10362.0,291.844
124,Auxerre,Lens,aller,avion,4417.476375129744,5319.0,351.27715918840426,553.1955,553.1955,14384.0,368.797,553.1955,553.1955,14384.0,368.797,553.1955,553.1955,14384.0,368.797
124,Auxerre,Lens,retour,avion,4417.476375129744,5319.0,351.27715918840426,553.1955,553.1955,14384.0,368.797,553.1955,553.1955,14384.0,368.797,553.1955,553.1955,14384.0,368.797
125,Angers,Lens,aller,avion,5420.743355397664,6039.0,478.3612185287994,1529.5659409999998,789.128441,15597.0,452.087,1529.5659409999998,789.128441,15597.0,452.087,1529.5659409999998,789.128441,15597.0,452.087
