team,scenario,transport_type,alternative_selected,emissions_tonnes_co2_from_transport,emissions_tonnes_co2_from_empty_bus,emissions_tonnes_co2,travel_time_hours
Lyon,S-NP',bus,8,8.207201999999999,0.0,8.207201999999999,54.25222222222222
Lyon,S-NP',train,26,7.310568139999999,0.0,7.310568139999999,226.57111111111112
Lyon,SA,avion,0,284.3686244564162,51.51671700000001,335.88534145641626,87.43388888888889
Lyon,SA,bus,0,3.2770230000000002,0.0,3.2770230000000002,22.515
Lyon,SA',avion,0,284.3686244564162,0.0,284.3686244564162,87.43388888888889
Lyon,SA',bus,0,3.2770230000000002,0.0,3.2770230000000002,22.515
Angers,S-4h,avion,0,221.0460655211525,44.604378,265.6504435211525,66.69777777777777
Angers,S-4h,bus,10,7.8136019999999995,0.0,7.8136019999999995,52.684444444444445
Angers,S-4h,train,4,0.429958376,4.313441999999999,4.743400375999999,22.566666666666666
Angers,S-4h',avion,0,221.0460655211525,0.0,221.0460655211525,66.69777777777777
Angers,S-4h',bus,10,7.8136019999999995,0.0,7.8136019999999995,52.684444444444445
Angers,S-4h',train,4,0.429958376,0.0,0.429958376,22.566666666666666
Angers,S-6h,avion,0,102.13580085074634,22.955016000000004,125.09081685074634,30.436666666666667
Angers,S-6h,bus,14,15.084366,0.0,15.084366,95.45222222222222
Angers,S-6h,train,12,7.449794427999999,18.692040000000002,26.141834428000003,93.4588888888889
Angers,S-6h',avion,0,102.13580085074634,0.0,102.13580085074634,30.436666666666667
Angers,S-6h',bus,14,15.084366,0.0,15.084366,95.45222222222222
Angers,S-6h',train,12,7.449794427999999,0.0,7.449794427999999,93.4588888888889
Angers,S-NP,bus,14,15.084366,0.0,15.084366,95.45222222222222
Angers,S-NP,train,20,19.270429296000003,41.647056,60.917485296,215.51444444444445
Angers,S-NP',bus,14,15.084366,0.0,15.084366,95.45222222222222
Angers,S-NP',train,20,19.270429296000003,0.0,19.270429296000003,215.51444444444445
Angers,SA,"aller en bus
retour en avion",0,0.0,0.8698229999999999,0.8698229999999999,0.0
Angers,SA,avion,0,244.7125514611752,48.332376000000004,293.0449274611752,75.57444444444444
Angers,SA,bus,0,5.372502,0.0,5.372502,37.61333333333334
Angers,SA,train,0,0.214979188,2.156721,2.371700188,11.283333333333333
Angers,SA',"aller en bus
retour en avion",0,0.0,0.0,0.0,0.0
Angers,SA',avion,0,244.7125514611752,0.0,244.7125514611752,75.57444444444444
Angers,SA',bus,0,5.372502,0.0,5.372502,37.61333333333334
Angers,SA',train,0,0.214979188,0.0,0.214979188,11.283333333333333
