departure,arrival,travel_time_seconds,distance_km,emissions_kg_co2,transport_type,route_details
Auxerre,Lille,30142,757.21,4430.107036000001,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': 'Laroche - Migennes (Migennes)', 'type': 'public_transport', 'distance_km': 19.158, 'co2_kg': 0.2279802, 'time_s': 1260}, {'from': 'Laroche - Migennes (Migennes)', 'to': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 133.233, 'co2_kg': 0.31442988000000005, 'time_s': 5100}, {'from': 'Paris - Gare de Lyon - Banlieue (Paris)', 'to': 'Aéroport - Charles-de-Gaulle 2 RER (Tremblay-en-France)', 'type': 'car', 'distance_km': 28.632, 'co2_kg': 42.948, 'time_s': 2036}, {'from': 'Aéroport Charles de Gaulle 2 TGV (Tremblay-en-France)', 'to': 'Lille Flandres (Lille)', 'type': 'public_transport', 'distance_km': 185.123, 'co2_kg': 0.43689028, 'time_s': 3360}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': 'Lille Flandres (Lille)', 'to': 'Decathlon Arena Pierre Mauroy Stadium', 'distance_km': 20.362, 'travel_time_seconds': 1678, 'emissions_kg_co2': 30.543}]}}"
Auxerre,Lyon,34062,727.93,294.56895599999996,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': 'Laroche - Migennes (Migennes)', 'type': 'public_transport', 'distance_km': 18.945, 'co2_kg': 0.22544550000000002, 'time_s': 1020}, {'from': 'Laroche - Migennes (Migennes)', 'to': 'Dijon (Dijon)', 'type': 'public_transport', 'distance_km': 139.011, 'co2_kg': 1.6542309, 'time_s': 5220}, {'from': 'Dijon (Dijon)', 'to': 'Lyon Part Dieu (Lyon)', 'type': 'public_transport', 'distance_km': 185.031, 'co2_kg': 0.43667316, 'time_s': 7260}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': 'Lyon Part Dieu (Lyon)', 'to': 'Groupama Stadium', 'distance_km': 37.4, 'travel_time_seconds': 3310, 'emissions_kg_co2': 56.099999999999994}]}}"
Auxerre,Marseille,41344,1643.4820000000002,230.074104,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': 'Laroche - Migennes (Migennes)', 'type': 'public_transport', 'distance_km': 19.158, 'co2_kg': 0.2279802, 'time_s': 1260}, {'from': 'Laroche - Migennes (Migennes)', 'to': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 133.233, 'co2_kg': 0.31442988000000005, 'time_s': 5100}, {'from': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'to': 'Marseille Saint-Charles (Marseille)', 'type': 'public_transport', 'distance_km': 662.886, 'co2_kg': 1.56441096, 'time_s': 12000}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': 'Marseille Saint-Charles (Marseille)', 'to': 'Orange Vélodrome', 'distance_km': 8.372, 'travel_time_seconds': 1832, 'emissions_kg_co2': 12.558}]}}"
Auxerre,Monaco,71970,1508.938,2274.044044,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': 'Dijon (Dijon)', 'type': 'public_transport', 'distance_km': 120.406, 'co2_kg': 20.589426, 'time_s': 7200}, {'from': 'Dijon (Dijon)', 'to': 'Valence TGV Rhône-Alpes Sud (Alixan)', 'type': 'public_transport', 'distance_km': 260.929, 'co2_kg': 0.6157924400000001, 'time_s': 8700}, {'from': 'Valence TGV Rhône-Alpes Sud (Alixan)', 'to': 'Nice (Nice)', 'type': 'public_transport', 'distance_km': 349.45, 'co2_kg': 0.824702, 'time_s': 13080}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': 'Nice (Nice)', 'to': 'Stade Louis II', 'distance_km': 42.812, 'travel_time_seconds': 3778, 'emissions_kg_co2': 64.218}]}}"
Auxerre,Montpellier,43878,1656.064,254.309264,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': 'Laroche - Migennes (Migennes)', 'type': 'public_transport', 'distance_km': 19.158, 'co2_kg': 0.2279802, 'time_s': 1260}, {'from': 'Laroche - Migennes (Migennes)', 'to': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 133.233, 'co2_kg': 0.31442988000000005, 'time_s': 5100}, {'from': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'to': 'Montpellier Sud de France (Montpellier)', 'type': 'public_transport', 'distance_km': 660.946, 'co2_kg': 1.55983256, 'time_s': 11580}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': 'Montpellier Sud de France (Montpellier)', 'to': 'Stade de la Mosson', 'distance_km': 24.834, 'travel_time_seconds': 3046, 'emissions_kg_co2': 37.251}]}}"
Auxerre,Nantes,41200,1011.498,1073.214684,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': 'Laroche - Migennes (Migennes)', 'type': 'public_transport', 'distance_km': 19.158, 'co2_kg': 0.2279802, 'time_s': 1260}, {'from': 'Laroche - Migennes (Migennes)', 'to': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 133.233, 'co2_kg': 0.31442988000000005, 'time_s': 5100}, {'from': 'Paris Gare de Lyon (Paris)', 'to': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'type': 'car', 'distance_km': 6.1, 'co2_kg': 9.15, 'time_s': 1371}, {'from': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'to': 'Nantes (Nantes)', 'type': 'public_transport', 'distance_km': 339.291, 'co2_kg': 0.80072676, 'time_s': 7020}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': 'Nantes (Nantes)', 'to': 'Stade de la Beaujoire', 'distance_km': 11.378, 'travel_time_seconds': 1706, 'emissions_kg_co2': 17.067}]}}"
Auxerre,Nice,71970,1508.938,2274.044044,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': 'Dijon (Dijon)', 'type': 'public_transport', 'distance_km': 120.406, 'co2_kg': 20.589426, 'time_s': 7200}, {'from': 'Dijon (Dijon)', 'to': 'Valence TGV Rhône-Alpes Sud (Alixan)', 'type': 'public_transport', 'distance_km': 260.929, 'co2_kg': 0.6157924400000001, 'time_s': 8700}, {'from': 'Valence TGV Rhône-Alpes Sud (Alixan)', 'to': 'Nice (Nice)', 'type': 'public_transport', 'distance_km': 349.45, 'co2_kg': 0.824702, 'time_s': 13080}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': 'Nice (Nice)', 'to': 'Stade Louis II', 'distance_km': 42.812, 'travel_time_seconds': 3778, 'emissions_kg_co2': 64.218}]}}"
Auxerre,Paris Saint-Germain,15808,334.876,228.55512,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': ""Paris-Bercy Bourgogne - Pays d'Auvergne (Paris)"", 'type': 'public_transport', 'distance_km': 151.248, 'co2_kg': 1.7998512, 'time_s': 6060}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': ""Paris-Bercy Bourgogne - Pays d'Auvergne (Paris)"", 'to': 'Parc des Princes', 'distance_km': 27.824, 'travel_time_seconds': 2936, 'emissions_kg_co2': 41.736000000000004}]}}"
Auxerre,Reims,27448,591.4840000000002,4394.15364,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': 'Laroche - Migennes (Migennes)', 'type': 'public_transport', 'distance_km': 19.158, 'co2_kg': 0.2279802, 'time_s': 1260}, {'from': 'Laroche - Migennes (Migennes)', 'to': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 133.233, 'co2_kg': 0.31442988000000005, 'time_s': 5100}, {'from': 'Paris - Gare de Lyon - Banlieue (Paris)', 'to': 'Aéroport - Charles-de-Gaulle 2 RER (Tremblay-en-France)', 'type': 'car', 'distance_km': 28.632, 'co2_kg': 42.948, 'time_s': 2036}, {'from': 'Aéroport Charles de Gaulle 2 TGV (Tremblay-en-France)', 'to': 'Champagne-Ardenne TGV (Bezannes)', 'type': 'public_transport', 'distance_km': 106.287, 'co2_kg': 0.25083732000000003, 'time_s': 1920}, {'from': 'Champagne-Ardenne TGV (Bezannes)', 'to': 'Reims Maison Blanche (Reims)', 'type': 'public_transport', 'distance_km': 2.91, 'co2_kg': 0.034629, 'time_s': 300}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': 'Reims Maison Blanche (Reims)', 'to': 'Stade Auguste Delaune', 'distance_km': 6.488, 'travel_time_seconds': 1024, 'emissions_kg_co2': 9.732000000000001}]}}"
Auxerre,Rennes,33368,939.834,998.310284,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': 'Laroche - Migennes (Migennes)', 'type': 'public_transport', 'distance_km': 19.158, 'co2_kg': 0.2279802, 'time_s': 1260}, {'from': 'Laroche - Migennes (Migennes)', 'to': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 133.233, 'co2_kg': 0.31442988000000005, 'time_s': 5100}, {'from': 'Paris - Gare de Lyon - Banlieue (Paris)', 'to': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'type': 'car', 'distance_km': 5.689, 'co2_kg': 8.5335, 'time_s': 1155}, {'from': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'to': 'Rennes (Rennes)', 'type': 'public_transport', 'distance_km': 305.641, 'co2_kg': 0.72131276, 'time_s': 5100}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': 'Rennes (Rennes)', 'to': 'Roazhon Park', 'distance_km': 7.836, 'travel_time_seconds': 1266, 'emissions_kg_co2': 11.754000000000001}]}}"
Auxerre,Strasbourg,35974,900.1379999999999,275.311784,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': 'Laroche - Migennes (Migennes)', 'type': 'public_transport', 'distance_km': 18.945, 'co2_kg': 0.22544550000000002, 'time_s': 1020}, {'from': 'Laroche - Migennes (Migennes)', 'to': 'Dijon (Dijon)', 'type': 'public_transport', 'distance_km': 139.011, 'co2_kg': 1.6542309, 'time_s': 5400}, {'from': 'Dijon (Dijon)', 'to': 'Strasbourg (Strasbourg)', 'type': 'public_transport', 'distance_km': 285.454, 'co2_kg': 0.67367144, 'time_s': 8580}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': 'Strasbourg (Strasbourg)', 'to': 'Stade de la Meinau', 'distance_km': 8.762, 'travel_time_seconds': 1742, 'emissions_kg_co2': 13.142999999999999}]}}"
Auxerre,Saint-Étienne,38714,804.4999999999999,312.16722599999997,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': 'Laroche - Migennes (Migennes)', 'type': 'public_transport', 'distance_km': 18.945, 'co2_kg': 0.22544550000000002, 'time_s': 1020}, {'from': 'Laroche - Migennes (Migennes)', 'to': 'Dijon (Dijon)', 'type': 'public_transport', 'distance_km': 139.011, 'co2_kg': 1.6542309, 'time_s': 5220}, {'from': 'Dijon (Dijon)', 'to': 'Lyon Part Dieu (Lyon)', 'type': 'public_transport', 'distance_km': 185.031, 'co2_kg': 0.43667316, 'time_s': 7260}, {'from': 'Lyon Part Dieu (Lyon)', 'to': 'Saint-Étienne Châteaucreux (Saint-Étienne)', 'type': 'public_transport', 'distance_km': 53.733, 'co2_kg': 0.6394227, 'time_s': 2760}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': 'Saint-Étienne Châteaucreux (Saint-Étienne)', 'to': 'Stade Geoffroy Guichard', 'distance_km': 6.504, 'travel_time_seconds': 1242, 'emissions_kg_co2': 9.756}]}}"
Auxerre,Toulouse,66038,1687.726,371.431296,train,"{'train_route_details': [{'from': 'Auxerre-Saint-Gervais (Auxerre)', 'to': 'Laroche - Migennes (Migennes)', 'type': 'public_transport', 'distance_km': 18.945, 'co2_kg': 0.22544550000000002, 'time_s': 1020}, {'from': 'Laroche - Migennes (Migennes)', 'to': 'Dijon (Dijon)', 'type': 'public_transport', 'distance_km': 139.011, 'co2_kg': 1.6542309, 'time_s': 5220}, {'from': 'Dijon (Dijon)', 'to': 'Lyon Part Dieu (Lyon)', 'type': 'public_transport', 'distance_km': 185.031, 'co2_kg': 0.43667316, 'time_s': 7260}, {'from': 'Lyon Part Dieu (Lyon)', 'to': 'Toulouse Matabiau (Toulouse)', 'type': 'public_transport', 'distance_km': 493.065, 'co2_kg': 1.1636334, 'time_s': 15060}], 'car_route_details': {'segments': [{'from': 'Stade Abbé Deschamps', 'to': 'Auxerre-Saint-Gervais (Auxerre)', 'distance_km': 4.556, 'travel_time_seconds': 752, 'emissions_kg_co2': 6.834}, {'from': 'Toulouse Matabiau (Toulouse)', 'to': 'Stadium de Toulouse', 'distance_km': 11.066, 'travel_time_seconds': 2046, 'emissions_kg_co2': 16.599}]}}"
Brest,Le Havre,52722,1469.3640000000005,3487.6924640000007,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 529.49, 'co2_kg': 1.2495964, 'time_s': 13680}, {'from': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'to': 'Versailles Chantiers (Versailles)', 'type': 'car', 'distance_km': 21.999, 'co2_kg': 32.9985, 'time_s': 2037}, {'from': 'Versailles Chantiers (Versailles)', 'to': 'Le Havre (Le Havre)', 'type': 'public_transport', 'distance_km': 176.084, 'co2_kg': 0.41555824, 'time_s': 8040}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Le Havre (Le Havre)', 'to': 'Stade Océane', 'distance_km': 7.738, 'travel_time_seconds': 1110, 'emissions_kg_co2': 11.607000000000001}]}}"
Brest,Lens,63250,1623.3259999999998,4986.117056,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Rennes (Rennes)', 'type': 'public_transport', 'distance_km': 225.424, 'co2_kg': 0.53200064, 'time_s': 8700}, {'from': 'Rennes (Rennes)', 'to': 'Massy TGV (Massy)', 'type': 'public_transport', 'distance_km': 312.395, 'co2_kg': 0.7372522, 'time_s': 6540}, {'from': 'Massy - Palaiseau (Massy)', 'to': 'Gare du Nord (Paris)', 'type': 'car', 'distance_km': 31.702, 'co2_kg': 47.553, 'time_s': 3052}, {'from': 'Paris Nord (Paris)', 'to': 'Lille Flandres (Lille)', 'type': 'public_transport', 'distance_km': 202.002, 'co2_kg': 0.47672472, 'time_s': 3960}, {'from': 'Lille Flandres (Lille)', 'to': 'Lens (Lens)', 'type': 'public_transport', 'distance_km': 35.47, 'co2_kg': 0.422093, 'time_s': 2160}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Lens (Lens)', 'to': 'Stade Bollaert-Delelis', 'distance_km': 2.86, 'travel_time_seconds': 488, 'emissions_kg_co2': 4.289999999999999}]}}"
Brest,Lille,50092,1507.232,1518.3451119999995,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 529.49, 'co2_kg': 1.2495964, 'time_s': 13680}, {'from': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'to': 'Magenta (Paris)', 'type': 'car', 'distance_km': 8.703, 'co2_kg': 13.054499999999999, 'time_s': 2058}, {'from': 'Paris Nord (Paris)', 'to': 'Lille Flandres (Lille)', 'type': 'public_transport', 'distance_km': 202.002, 'co2_kg': 0.47672472, 'time_s': 3960}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Lille Flandres (Lille)', 'to': 'Decathlon Arena Pierre Mauroy Stadium', 'distance_km': 20.362, 'travel_time_seconds': 1678, 'emissions_kg_co2': 30.543}]}}"
Brest,Lyon,54838,1896.046,1136.382984,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 529.49, 'co2_kg': 1.2495964, 'time_s': 13680}, {'from': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'to': 'Paris - Gare de Lyon - Banlieue (Paris)', 'type': 'car', 'distance_km': 5.689, 'co2_kg': 8.5335, 'time_s': 1155}, {'from': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'to': 'Lyon Part Dieu (Lyon)', 'type': 'public_transport', 'distance_km': 390.904, 'co2_kg': 0.92253344, 'time_s': 7440}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Lyon Part Dieu (Lyon)', 'to': 'Groupama Stadium', 'distance_km': 37.4, 'travel_time_seconds': 3310, 'emissions_kg_co2': 56.099999999999994}]}}"
Brest,Marseille,60680,2410.982,1157.028736,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 529.49, 'co2_kg': 1.2495964, 'time_s': 13680}, {'from': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'to': 'Paris - Gare de Lyon - Banlieue (Paris)', 'type': 'car', 'distance_km': 5.689, 'co2_kg': 8.5335, 'time_s': 1155}, {'from': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'to': 'Marseille Saint-Charles (Marseille)', 'type': 'public_transport', 'distance_km': 662.886, 'co2_kg': 1.56441096, 'time_s': 12120}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Marseille Saint-Charles (Marseille)', 'to': 'Orange Vélodrome', 'distance_km': 8.372, 'travel_time_seconds': 1832, 'emissions_kg_co2': 12.558}]}}"
Brest,Monaco,86866,2787.124,1249.0095720000002,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 529.49, 'co2_kg': 1.2495964, 'time_s': 13680}, {'from': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'to': 'Paris - Gare de Lyon - Banlieue (Paris)', 'type': 'car', 'distance_km': 5.689, 'co2_kg': 8.5335, 'time_s': 1155}, {'from': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'to': 'Nice (Nice)', 'type': 'public_transport', 'distance_km': 833.737, 'co2_kg': 1.96761932, 'time_s': 21240}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Nice (Nice)', 'to': 'Stade Louis II', 'distance_km': 42.812, 'travel_time_seconds': 3778, 'emissions_kg_co2': 64.218}]}}"
Brest,Montpellier,64234,2423.564,1181.263896,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 529.49, 'co2_kg': 1.2495964, 'time_s': 13620}, {'from': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'to': 'Paris - Gare de Lyon - Banlieue (Paris)', 'type': 'car', 'distance_km': 5.689, 'co2_kg': 8.5335, 'time_s': 1155}, {'from': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'to': 'Montpellier Sud de France (Montpellier)', 'type': 'public_transport', 'distance_km': 660.946, 'co2_kg': 1.55983256, 'time_s': 11760}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Montpellier Sud de France (Montpellier)', 'to': 'Stade de la Mosson', 'distance_km': 24.834, 'travel_time_seconds': 3046, 'emissions_kg_co2': 37.251}]}}"
Brest,Nantes,26084,563.708,91.19729999999998,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Nantes (Nantes)', 'type': 'public_transport', 'distance_km': 272.925, 'co2_kg': 0.644103, 'time_s': 11700}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Nantes (Nantes)', 'to': 'Stade de la Beaujoire', 'distance_km': 11.378, 'travel_time_seconds': 1706, 'emissions_kg_co2': 17.067}]}}"
Brest,Nice,86866,2787.124,1249.0095720000002,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 529.49, 'co2_kg': 1.2495964, 'time_s': 13680}, {'from': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'to': 'Paris - Gare de Lyon - Banlieue (Paris)', 'type': 'car', 'distance_km': 5.689, 'co2_kg': 8.5335, 'time_s': 1155}, {'from': 'Paris - Gare de Lyon - Hall 1 & 2 (Paris)', 'to': 'Nice (Nice)', 'type': 'public_transport', 'distance_km': 833.737, 'co2_kg': 1.96761932, 'time_s': 21240}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Nice (Nice)', 'to': 'Stade Louis II', 'distance_km': 42.812, 'travel_time_seconds': 3778, 'emissions_kg_co2': 64.218}]}}"
Brest,Paris Saint-Germain,30490,1080.256,156.87364,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 529.49, 'co2_kg': 1.2495964, 'time_s': 13680}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'to': 'Parc des Princes', 'distance_km': 14.796, 'travel_time_seconds': 2152, 'emissions_kg_co2': 22.193999999999996}]}}"
Brest,Reims,53474,1351.33,1621.5203720000004,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 529.49, 'co2_kg': 1.2495964, 'time_s': 13680}, {'from': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'to': 'Paris Est (Paris)', 'type': 'car', 'distance_km': 9.614, 'co2_kg': 14.421000000000001, 'time_s': 2238}, {'from': 'Paris Est (Paris)', 'to': 'Champagne-Ardenne TGV (Bezannes)', 'type': 'public_transport', 'distance_km': 124.997, 'co2_kg': 0.29499292000000005, 'time_s': 2400}, {'from': 'Champagne-Ardenne TGV (Bezannes)', 'to': 'Reims (Reims)', 'type': 'public_transport', 'distance_km': 5.376, 'co2_kg': 0.0639744, 'time_s': 480}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Reims (Reims)', 'to': 'Stade Auguste Delaune', 'distance_km': 5.896, 'travel_time_seconds': 1100, 'emissions_kg_co2': 8.844}]}}"
Brest,Rennes,17844,462.012,74.30212800000001,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Rennes (Rennes)', 'type': 'public_transport', 'distance_km': 223.848, 'co2_kg': 0.5282812800000001, 'time_s': 7800}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Rennes (Rennes)', 'to': 'Roazhon Park', 'distance_km': 7.836, 'travel_time_seconds': 1266, 'emissions_kg_co2': 11.754000000000001}]}}"
Brest,Strasbourg,55676,1884.702,1683.2903760000002,train,"{'train_route_details': [{'from': 'Brest (Brest)', 'to': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'type': 'public_transport', 'distance_km': 529.49, 'co2_kg': 1.2495964, 'time_s': 13680}, {'from': 'Paris - Montparnasse - Hall 1 & 2 (Paris)', 'to': 'Paris Est (Paris)', 'type': 'car', 'distance_km': 9.614, 'co2_kg': 14.421000000000001, 'time_s': 2238}, {'from': 'Paris Est (Paris)', 'to': 'Strasbourg (Strasbourg)', 'type': 'public_transport', 'distance_km': 395.626, 'co2_kg': 0.93367736, 'time_s': 6300}], 'car_route_details': {'segments': [{'from': 'Stade Francis-Le Blé', 'to': 'Brest (Brest)', 'distance_km': 6.48, 'travel_time_seconds': 978, 'emissions_kg_co2': 9.72}, {'from': 'Strasbourg (Strasbourg)', 'to': 'Stade de la Meinau', 'distance_km': 8.762, 'travel_time_seconds': 1742, 'emissions_kg_co2': 13.142999999999999}]}}"
